COUNTY,STATE,Year,Death Rate,MME Rate
jefferson,Texas,2004,6.846336002061956e-05,
jefferson,Louisiana,2004,0.0001942223271807,
johnson,Indiana,2004,9.547906621473244e-05,
johnson,Kansas,2004,5.031274401680848e-05,
johnston,North Carolina,2004,7.054126311185728e-05,
kalamazoo,Michigan,2004,6.25656939786776e-05,
kanawha,West Virginia,2004,0.0001487629590491,
kane,Illinois,2004,4.018944033031489e-05,
kennebec,Maine,2004,0.0001747815230961,
kenosha,Wisconsin,2004,7.570739093403994e-05,
kent,Michigan,2004,5.733567847500586e-05,
kent,Rhode Island,2004,0.0001106561912138,
kenton,Kentucky,2004,6.535136159561885e-05,
kern,California,2004,0.0001416745109845,
king,Washington,2004,0.0001378149634424,
kings,California,2004,7.730636512499034e-05,
kings,New York,2004,0.0001048898276483,
kitsap,Washington,2004,6.627015026756573e-05,
knox,Tennessee,2004,0.0002123195284008,
lasalle,Illinois,2004,0.0001158387168634,
lackawanna,Pennsylvania,2004,0.0001286020481066,
lafayette,Louisiana,2004,0.0001279420269087,
lafourche,Louisiana,2004,0.0001087488445435,
lake,Florida,2004,3.819053256697665e-05,
lake,Illinois,2004,6.494734213826856e-05,
lake,Indiana,2004,6.325381716382127e-05,
lake,Ohio,2004,5.602627201186033e-05,
lancaster,Pennsylvania,2004,6.990692099078668e-05,
lane,Oregon,2004,0.0001085753407305,
larimer,Colorado,2004,0.0001041046995835,
lauderdale,Mississippi,2004,0.0001290389181377,
lawrence,Pennsylvania,2004,0.0001717696568901,
lee,Florida,2004,0.0001903197177053,
lee,Virginia,2004,0.0004629629629629,
lehigh,Pennsylvania,2004,0.000113646834782,
lexington,South Carolina,2004,4.331610796106749e-05,
licking,Ohio,2004,8.50829886381486e-05,
linn,Iowa,2004,5.583614629070328e-05,
litchfield,Connecticut,2004,9.510826490822052e-05,
livingston,Louisiana,2004,0.0001512887913916,
logan,West Virginia,2004,0.0003852504127682,
lorain,Ohio,2004,4.428818663723206e-05,
los angeles,California,2004,8.217936862246506e-05,
lubbock,Texas,2004,6.768000891783647e-05,
lucas,Ohio,2004,7.328382603752131e-05,
luzerne,Pennsylvania,2004,0.000156505519215,
macomb,Michigan,2004,0.0001324479169831,
madera,California,2004,7.919651535332446e-05,
madison,Alabama,2004,4.087221302597429e-05,
madison,Illinois,2004,9.11013008506584e-05,
madison,Indiana,2004,0.0001532778467528,
mahoning,Ohio,2004,6.250122072696732e-05,
manatee,Florida,2004,0.0001554190570793,
maricopa,Arizona,2004,0.0001286233556575,
marin,California,2004,6.505942772100891e-05,
marion,Florida,2004,6.16928518548984e-05,
marion,Indiana,2004,0.0001113886803574,
marion,Oregon,2004,7.623416483815155e-05,
martin,Florida,2004,0.0001162005330699,
mchenry,Illinois,2004,5.400661581043678e-05,
mclennan,Texas,2004,4.937939083787848e-05,
mecklenburg,North Carolina,2004,5.184214585010103e-05,
merced,California,2004,4.644152378861507e-05,
mercer,New Jersey,2004,3.8421322736366606e-05,
mercer,Pennsylvania,2004,0.0001085912375224,
mercer,West Virginia,2004,0.0001937765433494,
merrimack,New Hampshire,2004,9.631392836995556e-05,
miami-dade,Florida,2004,6.147417618244518e-05,
middlesex,Connecticut,2004,9.249609974779396e-05,
middlesex,Massachusetts,2004,7.724794951128709e-05,
middlesex,New Jersey,2004,3.828166372110532e-05,
mifflin,Pennsylvania,2004,0.0002164923902924,
milwaukee,Wisconsin,2004,0.0001845129935992,
mobile,Alabama,2004,6.748194857875518e-05,
mohave,Arizona,2004,5.5690760345951006e-05,
monmouth,New Jersey,2004,4.566483272499378e-05,
monroe,Florida,2004,0.000179450369155,
monroe,Indiana,2004,9.097675957323628e-05,
monroe,New York,2004,1.4949389521293367e-05,
monroe,Pennsylvania,2004,6.296594801531332e-05,
monterey,California,2004,0.0001037266826035,
montgomery,Alabama,2004,4.5085256219511095e-05,
montgomery,Maryland,2004,3.1465955463737654e-05,
montgomery,Ohio,2004,0.0002492935167308,
montgomery,Pennsylvania,2004,9.956360109907872e-05,
montgomery,Texas,2004,7.730706365684498e-05,
morgan,Alabama,2004,9.740547241654122e-05,
morris,New Jersey,2004,3.692784913742699e-05,
multnomah,Oregon,2004,0.0002174680463475,
muskegon,Michigan,2004,6.89076981383437e-05,
muskogee,Oklahoma,2004,0.0001986435483413,
nassau,Florida,2004,0.0002061496011798,
nassau,New York,2004,1.943644767521397e-05,
navajo,Arizona,2004,0.0001128328569279,
new castle,Delaware,2004,0.0001291621042241,
new hanover,North Carolina,2004,0.0001324678765399,
new haven,Connecticut,2004,0.0001030388160247,
new london,Connecticut,2004,9.394717162645102e-05,
new york,New York,2004,0.0001106284386744,
newport,Rhode Island,2004,0.0001178605944888,
newport news city,Virginia,2004,8.795219798039765e-05,
norfolk,Massachusetts,2004,7.190711436750043e-05,
norfolk city,Virginia,2004,6.3198607945329e-05,
northampton,Pennsylvania,2004,5.647065467135844e-05,
nueces,Texas,2004,9.13912585836876e-05,
oakland,Michigan,2004,9.982007637473282e-05,
ocean,New Jersey,2004,5.062439770526837e-05,
oconee,South Carolina,2004,0.000144986371281,
okaloosa,Florida,2004,0.0001216074291083,
oklahoma,Oklahoma,2004,0.0001456957930707,
orange,California,2004,8.584571780768816e-05,
orange,Florida,2004,9.799236871800726e-05,
orange,Texas,2004,0.0002124520507524,
orleans,Louisiana,2004,0.000164817887078,
osceola,Florida,2004,5.905681720097944e-05,
palm beach,Florida,2004,0.0001679809096527,
parker,Texas,2004,9.98302885095338e-05,
pasco,Florida,2004,0.0002034084392445,
passaic,New Jersey,2004,6.614034982232297e-05,
paulding,Georgia,2004,0.0001131701796576,
pearl river,Mississippi,2004,0.0002124167229892,
penobscot,Maine,2004,7.498398069503333e-05,
perry,Kentucky,2004,0.0004050769646232,
philadelphia,Pennsylvania,2004,0.0002270170704602,
pickens,South Carolina,2004,0.0001329740080139,
pierce,Washington,2004,9.654347540420876e-05,
pike,Kentucky,2004,0.0001640395484438,
pima,Arizona,2004,0.0001820107220861,
pinal,Arizona,2004,7.917877636187495e-05,
pinellas,Florida,2004,0.0001962268382249,
pitt,North Carolina,2004,7.843305026132466e-05,
placer,California,2004,6.5294396108454e-05,
plymouth,Massachusetts,2004,5.714530622740975e-05,
polk,Florida,2004,0.0001182560663454,
polk,Iowa,2004,3.553019940055478e-05,
portage,Ohio,2004,6.442095227051647e-05,
portsmouth city,Virginia,2004,0.0001609593175324,
prince george's,Maryland,2004,6.416029618293764e-05,
prince william,Virginia,2004,2.9715474333259044e-05,
providence,Rhode Island,2004,9.65921660637446e-05,
pulaski,Arkansas,2004,9.5830549684033e-05,
putnam,Florida,2004,0.0001377903932537,
putnam,Tennessee,2004,0.0001673283743287,
queens,New York,2004,5.9092254116242015e-05,
racine,Wisconsin,2004,6.705801033725021e-05,
raleigh,West Virginia,2004,0.0002272870762043,
ramsey,Minnesota,2004,5.809225049378413e-05,
richland,South Carolina,2004,4.171670187754956e-05,
richmond,Georgia,2004,8.125044433836747e-05,
richmond,New York,2004,9.72562919417759e-05,
richmond city,Virginia,2004,0.0001443931619524,
rio arriba,New Mexico,2004,0.0004660518053375,
riverside,California,2004,0.0001000286178131,
roane,Tennessee,2004,0.0001894621170496,
roanoke city,Virginia,2004,0.0001404342659608,
rockingham,New Hampshire,2004,8.551510880942445e-05,
rowan,North Carolina,2004,0.0001566813399985,
russell,Virginia,2004,0.0003811900058911,
rutherford,Tennessee,2004,6.198179642317356e-05,
sacramento,California,2004,0.0001479916059161,
saginaw,Michigan,2004,4.778995359595506e-05,
salt lake,Utah,2004,0.0002043134746341,
san bernardino,California,2004,0.0001043613658398,
san diego,California,2004,0.000106977742497,
san francisco,California,2004,0.0001722298245543,
san joaquin,California,2004,0.000130922107507,
san luis obispo,California,2004,9.039601314279426e-05,
san mateo,California,2004,6.302316387741421e-05,
santa barbara,California,2004,6.72130004879166e-05,
santa clara,California,2004,6.539911295021343e-05,
santa cruz,California,2004,7.17597483624824e-05,
santa fe,New Mexico,2004,0.0001365276001322,
santa rosa,Florida,2004,0.0001303658209787,
sarasota,Florida,2004,0.0001658598568545,
schuylkill,Pennsylvania,2004,0.0001492436062682,
scioto,Ohio,2004,0.0001826865360022,
sedgwick,Kansas,2004,0.0001079021025803,
seminole,Florida,2004,5.8787294787611725e-05,
sevier,Tennessee,2004,0.0001296125879745,
shasta,California,2004,0.0001968182917296,
shawnee,Kansas,2004,7.57783308948255e-05,
shelby,Tennessee,2004,6.289398391458777e-05,
skagit,Washington,2004,0.0001169790607481,
smith,Texas,2004,8.029032983267496e-05,
snohomish,Washington,2004,0.0001552300898006,
solano,California,2004,4.370035154505021e-05,
sonoma,California,2004,0.0001025790072061,
spalding,Georgia,2004,0.0001810848629516,
spartanburg,South Carolina,2004,0.0001438816232876,
spokane,Washington,2004,0.0001792501826973,
saint bernard,Louisiana,2004,0.0002590042050094,
saint charles,Missouri,2004,5.616943197101657e-05,
saint charles,Louisiana,2004,0.0002402161945751,
saint clair,Illinois,2004,5.016922465392883e-05,
saint francois,Missouri,2004,0.0002963938745265,
saint johns,Florida,2004,6.547759356748121e-05,
saint joseph,Indiana,2004,5.6450823805688735e-05,
saint louis,Missouri,2004,7.839455882221602e-05,
saint louis city,Missouri,2004,0.0001197587716171,
saint lucie,Florida,2004,0.0001188851217471,
saint tammany,Louisiana,2004,0.0002059018971052,
stanislaus,California,2004,0.0001768492300024,
stark,Ohio,2004,3.941715171661696e-05,
strafford,New Hampshire,2004,8.454514710855597e-05,
suffolk,Massachusetts,2004,0.0001415102150804,
suffolk,New York,2004,8.138247116517318e-06,
sullivan,Tennessee,2004,0.0001707571767271,
summit,Ohio,2004,0.0001079384129028,
sussex,Delaware,2004,6.387067929370642e-05,
sussex,New Jersey,2004,7.231275925767666e-05,
tangipahoa,Louisiana,2004,0.0001619016780632,
tarrant,Texas,2004,7.624357364341574e-05,
taylor,Texas,2004,7.994180236787619e-05,
tazewell,Illinois,2004,7.751517359523127e-05,
tazewell,Virginia,2004,0.0002912577855446,
terrebonne,Louisiana,2004,0.0001596933886937,
thurston,Washington,2004,8.902301690101976e-05,
travis,Texas,2004,0.0001047333730015,
trumbull,Ohio,2004,0.0001722949689869,
tulare,California,2004,9.726850096769688e-05,
tulsa,Oklahoma,2004,0.0001741084854144,
tuolumne,California,2004,0.0002462924194711,
union,New Jersey,2004,6.404870715800816e-05,
utah,Utah,2004,0.0001105700345992,
valencia,New Mexico,2004,0.000218744987094,
vanderburgh,Indiana,2004,9.25401103540816e-05,
venango,Pennsylvania,2004,0.0002315268303976,
ventura,California,2004,6.908115780020473e-05,
virginia beach city,Virginia,2004,5.691856547001075e-05,
volusia,Florida,2004,0.0001545043229891,
wake,North Carolina,2004,3.75139114088141e-05,
warren,Ohio,2004,5.797315315980036e-05,
washington,Oregon,2004,3.691944177804032e-05,
washington,Pennsylvania,2004,0.0001363731559183,
washoe,Nevada,2004,0.000118230639076,
washtenaw,Michigan,2004,3.54210081999634e-05,
waukesha,Wisconsin,2004,2.6562118169551317e-05,
wayne,Michigan,2004,0.0001916801860787,
wayne,Pennsylvania,2004,0.00022159548751,
webb,Texas,2004,4.570258585230752e-05,
weber,Utah,2004,0.0001200105609293,
westmoreland,Pennsylvania,2004,8.153569768737583e-05,
whatcom,Washington,2004,6.659082711356511e-05,
whitfield,Georgia,2004,0.000112076211824,
wichita,Texas,2004,9.42603313250646e-05,
will,Illinois,2004,5.991961055492037e-05,
williamson,Tennessee,2004,6.803091324697943e-05,
williamson,Texas,2004,3.771817607473228e-05,
wilson,Tennessee,2004,0.0001227081692963,
windham,Connecticut,2004,8.724252549662808e-05,
winnebago,Illinois,2004,0.0001152705539623,
winnebago,Wisconsin,2004,7.563152321887763e-05,
wise,Virginia,2004,0.0003107074569789,
worcester,Massachusetts,2004,4.623636027371925e-05,
wyandotte,Kansas,2004,0.0001025765958674,
wyoming,West Virginia,2004,0.0004480104264244,
yakima,Washington,2004,0.0001263533973814,
yavapai,Arizona,2004,0.000251655420815,
york,Maine,2004,7.979532499139707e-05,
york,Pennsylvania,2004,7.729458962806342e-05,
york,South Carolina,2004,5.990110871506676e-05,
acadia,Louisiana,2005,0.0003911298551118,
ada,Idaho,2005,5.758411599744327e-05,
adams,Colorado,2005,0.0001575732715712,
aiken,South Carolina,2005,8.742434431741762e-05,
alamance,North Carolina,2005,7.865514011340642e-05,
alameda,California,2005,0.0001188988309203,
allegheny,Pennsylvania,2005,0.0001677038107652,
allen,Indiana,2005,6.99480053160484e-05,
anderson,South Carolina,2005,0.0001089530756306,
anderson,Tennessee,2005,0.0001810559741507,
anne arundel,Maryland,2005,0.0001137058703596,
anoka,Minnesota,2005,4.366458116309969e-05,
arapahoe,Colorado,2005,0.0001024131574355,
ascension,Louisiana,2005,0.0001122888968738,
atlantic,New Jersey,2005,0.0001302306198233,
baldwin,Alabama,2005,8.628074521912227e-05,
baltimore,Maryland,2005,0.00014178327596,
baltimore city,Maryland,2005,0.000360901409859,
barnstable,Massachusetts,2005,8.88671658039146e-05,
bay,Florida,2005,0.0001051986707838,
beaver,Pennsylvania,2005,7.978526366180167e-05,
bell,Kentucky,2005,0.0005811171121897,
bell,Texas,2005,3.818338717190925e-05,
benton,Arkansas,2005,5.3463642050223744e-05,
benton,Washington,2005,8.319254594788306e-05,
bergen,New Jersey,2005,5.369517917969428e-05,
berkeley,South Carolina,2005,8.504625207709116e-05,
berkeley,West Virginia,2005,0.0001079820317899,
berks,Pennsylvania,2005,6.856968711905729e-05,
berkshire,Massachusetts,2005,0.0001373836055564,
bernalillo,New Mexico,2005,0.0002698606761984,
berrien,Michigan,2005,9.358505633820392e-05,
bexar,Texas,2005,0.0001332612051562,
bibb,Georgia,2005,0.0001553790277157,
blair,Pennsylvania,2005,0.0001667156228416,
blount,Tennessee,2005,0.0001388153842149,
boone,Kentucky,2005,9.471042288203816e-05,
boone,Missouri,2005,7.512121832957728e-05,
bossier,Louisiana,2005,0.0001613806590026,
boulder,Colorado,2005,9.18643516850042e-05,
brazoria,Texas,2005,0.0001128861343053,
brevard,Florida,2005,0.0002258900352122,
bristol,Massachusetts,2005,0.0001452969759836,
bronx,New York,2005,0.0001385055761318,
broward,Florida,2005,0.0001807187750429,
brunswick,North Carolina,2005,0.0001923120432588,
buchanan,Virginia,2005,0.0004084967320261,
bucks,Pennsylvania,2005,0.0001135024086832,
buncombe,North Carolina,2005,0.0001598742931272,
burke,North Carolina,2005,0.0001578603161716,
burlington,New Jersey,2005,6.71238546992292e-05,
butler,Ohio,2005,0.0001491445698469,
butler,Pennsylvania,2005,5.551422829671245e-05,
butte,California,2005,0.0001161666852533,
cabarrus,North Carolina,2005,0.0001877833516645,
cabell,West Virginia,2005,0.0001165303614559,
caddo,Louisiana,2005,9.983586982999949e-05,
calcasieu,Louisiana,2005,0.0002546749101864,
caldwell,North Carolina,2005,0.0001269116060663,
calhoun,Michigan,2005,0.0001012995282336,
cambria,Pennsylvania,2005,0.0001702104481981,
camden,New Jersey,2005,0.0001796303130058,
cameron,Texas,2005,5.097892960346442e-05,
campbell,Kentucky,2005,0.0001838214174929,
cape may,New Jersey,2005,0.0001622208027901,
carbon,Pennsylvania,2005,0.0001623772022408,
carroll,Georgia,2005,0.0001530441436701,
carroll,Maryland,2005,0.0001078096082318,
carteret,North Carolina,2005,0.0001761973410219,
catawba,North Carolina,2005,7.948125235959968e-05,
catoosa,Georgia,2005,0.000184121989187,
cecil,Maryland,2005,0.0001240874402829,
champaign,Illinois,2005,6.426631962854067e-05,
charleston,South Carolina,2005,7.117458829949081e-05,
charlotte,Florida,2005,7.174115790228854e-05,
chatham,Georgia,2005,4.579288295339117e-05,
chaves,New Mexico,2005,0.0002120959979116,
cherokee,Georgia,2005,9.285304639921348e-05,
chesapeake city,Virginia,2005,6.000627757980835e-05,
chester,Pennsylvania,2005,5.943183168905266e-05,
chesterfield,Virginia,2005,4.541088114575146e-05,
citrus,Florida,2005,0.000105256826657,
clackamas,Oregon,2005,6.279366275434847e-05,
clallam,Washington,2005,0.0001453087083508,
clark,Nevada,2005,0.0001966340464828,
clark,Ohio,2005,0.0001058940635787,
clark,Washington,2005,9.984548910560909e-05,
clay,Florida,2005,8.319121500769518e-05,
clay,Missouri,2005,5.467332687194016e-05,
clayton,Georgia,2005,6.404243376317107e-05,
clearfield,Pennsylvania,2005,0.0001340531581705,
clermont,Ohio,2005,0.000116429837792,
cleveland,North Carolina,2005,0.000102507329274,
cleveland,Oklahoma,2005,6.640458988525286e-05,
cobb,Georgia,2005,6.0279273875866894e-05,
cochise,Arizona,2005,7.966794400936895e-05,
collier,Florida,2005,0.0001401687893002,
collin,Texas,2005,4.856748679950886e-05,
columbia,Florida,2005,0.0001563990678615,
columbia,Georgia,2005,0.0001368149480103,
columbus,North Carolina,2005,0.0002042787104442,
contra costa,California,2005,0.0001024767536956,
cook,Illinois,2005,9.982881905149036e-05,
coweta,Georgia,2005,0.0001010110285677,
cowlitz,Washington,2005,0.0002491073652744,
craven,North Carolina,2005,0.0001052155340214,
cumberland,Maine,2005,9.116069442570586e-05,
cumberland,North Carolina,2005,8.183198910652562e-05,
cumberland,New Jersey,2005,8.522466532929499e-05,
cuyahoga,Ohio,2005,0.0001054618702608,
dakota,Minnesota,2005,2.882539150122639e-05,
dallas,Texas,2005,0.0001050544199259,
dane,Wisconsin,2005,5.616132990029204e-05,
dauphin,Pennsylvania,2005,6.322761149794115e-05,
davidson,North Carolina,2005,0.0001564761569455,
davidson,Tennessee,2005,0.0001448767148546,
daviess,Kentucky,2005,0.0001621691748832,
davis,Utah,2005,8.151589930563275e-05,
dekalb,Georgia,2005,3.058052965477362e-05,
dearborn,Indiana,2005,0.0002055160508035,
delaware,Indiana,2005,0.0001113786101662,
delaware,Pennsylvania,2005,0.000146632609282,
denton,Texas,2005,5.750441615945975e-05,
denver,Colorado,2005,0.0002471930348065,
district of columbia,District of Columbia,2005,0.0001494719516741,
dona ana,New Mexico,2005,9.48481638976272e-05,
douglas,Colorado,2005,4.46359733482661e-05,
douglas,Nebraska,2005,5.537950343045257e-05,
dupage,Illinois,2005,6.03897945560757e-05,
durham,North Carolina,2005,4.4977266036439765e-05,
duval,Florida,2005,0.0001226393429416,
easaint baton rouge,Louisiana,2005,4.366854603149958e-05,
ector,Texas,2005,9.63685131944556e-05,
eddy,New Mexico,2005,0.0002190449639571,
el dorado,California,2005,0.0001151682319948,
el paso,Colorado,2005,0.0001460971810284,
el paso,Texas,2005,5.614649744112338e-05,
erie,New York,2005,1.188341291618953e-05,
erie,Pennsylvania,2005,0.0001111202715636,
escambia,Florida,2005,0.0001057456222964,
essex,Massachusetts,2005,0.0001587036646865,
essex,New Jersey,2005,0.0001953553935964,
fairfax,Virginia,2005,3.9776614532783886e-05,
fairfield,Connecticut,2005,6.590934225827749e-05,
fayette,Kentucky,2005,0.0001138788989747,
fayette,Pennsylvania,2005,0.0001100336978199,
